page_id,page_name,disclaimer,amount_spent_ron,party,affil,label,notes,link_ad_library,link_fb_page
217186844821144,Monitorul de Suceava 2.0,INTERPRESS SRL,2630,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=217186844821144,https://www.facebook.com/217186844821144
1320666021300475,Neata Eugen,Neata Eugen,2630,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=1320666021300475,https://www.facebook.com/1320666021300475
219413122265536,Mirea Siminica - Senatul României,PSD OLT,2601,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=219413122265536,https://www.facebook.com/219413122265536
215328865181171,Borboly Csaba,Borboly Csaba,2596,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=215328865181171,https://www.facebook.com/215328865181171
1612503615709884,Dr. Vass Levente,RMDSZ Maros,2592,UDMR,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=1612503615709884,https://www.facebook.com/1612503615709884
108197590815908,Adrian Ionut Chesnoiu,Partidul Social Democrat,2591,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=108197590815908,https://www.facebook.com/108197590815908
110361378715536,Mircea Vasile Govor,PSD - Filiala Satu Mare,2590,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=110361378715536,https://www.facebook.com/110361378715536
105974137853470,Adrian Echert,USR Sibiu,2588,USR,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=105974137853470,https://www.facebook.com/105974137853470
1436863846617920,Ultima Ora- Stiri Vaslui,Ultima Ora- Stiri Vaslui,2584,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=1436863846617920,https://www.facebook.com/1436863846617920
1551100608459864,Cristina Traila,Partidul Național Liberal - Filiala Vaslui,2573,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=1551100608459864,https://www.facebook.com/1551100608459864
103749058854023,Forța Dreptei - Bacău,Marketing on Line and Business Advanced Communication - M.O.B.A.C.,2569,FD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=103749058854023,https://www.facebook.com/103749058854023
1802656310012700,Constantin Şovăială,NEWSWORK MEDIA SRL,2565,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=1802656310012700,https://www.facebook.com/1802656310012700
106107464631160,Cristian Bordei,Cristian Bordei,2564,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=106107464631160,https://www.facebook.com/106107464631160
449660431570386,Cheudan Adrian Ioan,Partidul România în Acțiune,2553,PRA,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=449660431570386,https://www.facebook.com/449660431570386
449034508297819,Mihai Barbu,Partidul Național Liberal - Filiala Vaslui,2552,PNL,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=449034508297819,https://www.facebook.com/449034508297819
115306438240722,Pintér Zsolt,Maraweb Agency SRL,2549,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=115306438240722,https://www.facebook.com/115306438240722
474481680018003,Bogdan Toader,PSD Prahova,2540,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=474481680018003,https://www.facebook.com/474481680018003
372155856222044,PSD ARAD,PSD Arad,2529,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=372155856222044,https://www.facebook.com/372155856222044
849693201863994,Mihai Tudose,Partidul Social Democrat,2523,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=849693201863994,https://www.facebook.com/849693201863994
100613332771509,REPER Youth,PARTIDUL „Reînnoim Proiectul European al României - REPER”,2522,REPER,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=100613332771509,https://www.facebook.com/100613332771509
314145421783805,Bogdan Nica,VIVINET - Digital Agency ( SC NANOPRO SRL ),2517,PNL,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=314145421783805,https://www.facebook.com/314145421783805
270254309499803,Ciobotaru Dragos,PNL Vrancea,2511,PNL,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=270254309499803,https://www.facebook.com/270254309499803
582553551948127,George Ionescu,George Ionescu,2510,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=582553551948127,https://www.facebook.com/582553551948127
341838585895260,Sindicatul IT Timisoara,Sindicatul IT Timisoara,2505,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=341838585895260,https://www.facebook.com/341838585895260
455205487674078,Alianța Național Creștină,Alianta National Crestina,2502,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=455205487674078,https://www.facebook.com/455205487674078
416103301931791,Todoran Adrian,Cyrila SRL,2500,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=416103301931791,https://www.facebook.com/416103301931791
115223543730170,Ludovic Orban,Ludovic Orban,2492,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=115223543730170,https://www.facebook.com/115223543730170
1160922100613272,Bende Sándor,RMDSZ Csíki Területi Szervezet,2491,UDMR,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=1160922100613272,https://www.facebook.com/1160922100613272
106658920962277,Cotinescu Aurelian,Cotinescu Aurelian,2486,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=106658920962277,https://www.facebook.com/106658920962277
166068966867984,Ialomitianu Gheorghe,Ialomitianu Gheorghe,2473,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=166068966867984,https://www.facebook.com/166068966867984
104059842184834,Thomas Răzvan Moldovan,Partidul Social Democrat - Organizația Județeană Mureș,2473,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=104059842184834,https://www.facebook.com/104059842184834
428941830493010,Bankwatch Romania,Bankwatch Romania,2466,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=428941830493010,https://www.facebook.com/428941830493010
435614816576664,Claudiu Maior,Claudiu Maior,2460,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=435614816576664,https://www.facebook.com/435614816576664
112209428343583,Partidul S.O.S România - Filiala Bacău,Partidul S.O.S România - Filiala Bacău,2455,SOS,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=112209428343583,https://www.facebook.com/112209428343583
106336675634546,Bogdan Faur,Bogdan Faur,2430,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=106336675634546,https://www.facebook.com/106336675634546
108048110970639,Aurel Oprinoiu,Oprinoiu Aurel Uniunea Salvați România,2428,USR,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=108048110970639,https://www.facebook.com/108048110970639
104550061381109,Political.RO,POLITICAL.RO,2420,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=104550061381109,https://www.facebook.com/104550061381109
101793029492226,Penitenciarul Mioveni,Penitenciarul Mioveni,2412,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=101793029492226,https://www.facebook.com/101793029492226
102481588300839,Ciprian Paraschiv,Ciprian Paraschiv,2408,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=102481588300839,https://www.facebook.com/102481588300839
990747367737692,Cătălin Drulă,Uniunea Salvați România,2401,USR,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=990747367737692,https://www.facebook.com/990747367737692
108661841263031,Gál Károly,RMDSZ Háromszéki Területi Szervezet,2401,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=108661841263031,https://www.facebook.com/108661841263031
1595875533957160,Claudiu Ionel Didea,Claudiu Ionel Didea,2400,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=1595875533957160,https://www.facebook.com/1595875533957160
205542952884383,RestartNews.ro,RestartNews.ro,2399,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=205542952884383,https://www.facebook.com/205542952884383
126967830839416,One United Properties,These ads ran without a disclaimer,2391,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=126967830839416,https://www.facebook.com/126967830839416
476121848911875,Cosmina Mariș,Atelierul de internet SRL,2386,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=476121848911875,https://www.facebook.com/476121848911875
456375037564316,Elena Condei,Kuantero SRL,2374,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=456375037564316,https://www.facebook.com/456375037564316
187983651072019,Nicolae Mindrescu,Mindrescu Nicolae,2373,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=187983651072019,https://www.facebook.com/187983651072019
310693952130583,Andreas Friedl,Andreas Friedl,2372,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=310693952130583,https://www.facebook.com/310693952130583
402894649563994,David F Dragos,David F Dragos,2364,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=402894649563994,https://www.facebook.com/402894649563994
291042207927096,Adrian Zoican,PNL BUZĂU,2360,PNL,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=291042207927096,https://www.facebook.com/291042207927096
737678429619782,PNL Tecuci,Branding Digital Strategy,2359,PNL,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=737678429619782,https://www.facebook.com/737678429619782
106977887628728,Alianța pentru Unirea Romanilor Ialomița,Partidul Alianta pentru Unirea Romanilor,2311,AUR,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=106977887628728,https://www.facebook.com/106977887628728
101164671735899,Andrei Dirlau,I AM ONLINE SRL,2309,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=101164671735899,https://www.facebook.com/101164671735899
110718070836873,Sandu Viorica,Galleria Creative Shop,2297,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=110718070836873,https://www.facebook.com/110718070836873
772662992868343,PNL Arges,PNL Arges,2287,PNL,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=772662992868343,https://www.facebook.com/772662992868343
1790762164534311,Deputat PSD Silviu Macovei,PSD Iași,2283,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=1790762164534311,https://www.facebook.com/1790762164534311
869879979748474,Eugen ION,Eugen ION,2278,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=869879979748474,https://www.facebook.com/869879979748474
136440113400763,Bogdan Rodeanu,Bogdan Rodeanu,2277,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=136440113400763,https://www.facebook.com/136440113400763
411303102970199,Mihaela Barsan,Mihaela Barsan,2274,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=411303102970199,https://www.facebook.com/411303102970199
527596067267314,Ioan Cristian Sologon,PSD Suceava,2273,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=527596067267314,https://www.facebook.com/527596067267314
103984622054446,Sorin Sergiu Chelmu,Ababei Online SRL,2263,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=103984622054446,https://www.facebook.com/103984622054446
314775051902464,Humorfeszt - Erdélyi Humorfesztivál,Humorfeszt - Erdélyi Humorfesztivál,2260,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=314775051902464,https://www.facebook.com/314775051902464
103971266033940,Mihai Enache,Partidul Politic ALIANȚA PENTRU UNIREA ROMÂNILOR,2260,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=103971266033940,https://www.facebook.com/103971266033940
111433480759397,Gîdei Laurențiu Viorel,Gîdei Laurențiu Viorel,2259,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=111433480759397,https://www.facebook.com/111433480759397
1422516211298091,Total Impact,Total Impact,2258,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=1422516211298091,https://www.facebook.com/1422516211298091
895988957399199,Adriana Arghirescu,Partidul Național Liberal filiala Constanța,2254,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=895988957399199,https://www.facebook.com/895988957399199
341681143137627,Bíró Barna Botond,Bíró Barna Botond,2246,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=341681143137627,https://www.facebook.com/341681143137627
616741628836453,Adrian Câciu,Partidul Social Democrat,2240,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=616741628836453,https://www.facebook.com/616741628836453
106809077982489,"Fundatia ""Perfect Civic""",Fundația „Perfect Civic”,2233,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=106809077982489,https://www.facebook.com/106809077982489
101330708444591,Lazăr Ion Marian,PNL Vâlcea,2232,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=101330708444591,https://www.facebook.com/101330708444591
101330708444591,Lazăr Ion Marian,Lazăr Ion Marian,2215,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=101330708444591,https://www.facebook.com/101330708444591
112496975054462,Dragos Predescu,Dragos Predescu,2213,PNL,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=112496975054462,https://www.facebook.com/112496975054462
370816919755641,Bogdan Huţucă,Partidul National Liberal- Filiala Constanta,2212,PNL,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=370816919755641,https://www.facebook.com/370816919755641
247245385651467,USR Olt,USR Olt,2207,USR,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=247245385651467,https://www.facebook.com/247245385651467
494469087244449,Eugen Tomac,Forta Dreptei,2198,PMP,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=494469087244449,https://www.facebook.com/494469087244449
107186238248334,European Labour Authority,These ads ran without a disclaimer,2198,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=107186238248334,https://www.facebook.com/107186238248334
106658920962277,Cotinescu Aurelian,Media Flux Dambovita SRL,2196,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=106658920962277,https://www.facebook.com/106658920962277
100256538110695,George Mîndruță,George Mîndruță,2184,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=100256538110695,https://www.facebook.com/100256538110695
451208671925761,Remus Negoi,Remus Negoi,2184,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=451208671925761,https://www.facebook.com/451208671925761
872508899534866,Gelu Panfil,Gelu Panfil,2180,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=872508899534866,https://www.facebook.com/872508899534866
103860264492019,Alert24.ro,Alert24.ro,2147,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=103860264492019,https://www.facebook.com/103860264492019
110915217932640,AtelieruldeStiri,AtelieruldeStiri,2147,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=110915217932640,https://www.facebook.com/110915217932640
1523160154604279,Petrea Dorin Silviu,Petrea Dorin Silviu,2146,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=1523160154604279,https://www.facebook.com/1523160154604279
110416341471979,Forța Dreptei Vrancea,Forța Dreptei Vrancea,2143,FD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=110416341471979,https://www.facebook.com/110416341471979
