page_id,page_name,disclaimer,amount_spent_ron,party,affil,label,notes,link_ad_library,link_fb_page
483876779032544,CRV TV,alert24.ro,186,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=483876779032544,https://www.facebook.com/483876779032544
105075971284276,Székely Népi Egység,Székely Népi Egység,186,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=105075971284276,https://www.facebook.com/105075971284276
401741783276003,Marius Pașcan,Marius Pașcan,185,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=401741783276003,https://www.facebook.com/401741783276003
283087548215315,Moldova Economică,These ads ran without a disclaimer,185,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=283087548215315,https://www.facebook.com/283087548215315
102345291691767,Nicușor Cionoiu,Nicușor Cionoiu,185,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=102345291691767,https://www.facebook.com/102345291691767
123661717708902,Astra Film Festival,These ads ran without a disclaimer,184,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=123661717708902,https://www.facebook.com/123661717708902
276092909160685,Eugen Țapu-Nazare,Branding Digital Strategy,184,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=276092909160685,https://www.facebook.com/276092909160685
470843939437591,Valeria Filimon,Partidul Social Democrat - PSD - Organizația Județeană Hunedoara,184,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=470843939437591,https://www.facebook.com/470843939437591
101167459490946,Buzila Victor Sebastian,Sebastian Buzila,183,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=101167459490946,https://www.facebook.com/101167459490946
1695902094040229,Mihai Botez,Uniunea Salvați România Vaslui,183,USR,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=1695902094040229,https://www.facebook.com/1695902094040229
441109805755767,Luminița Dana Hurgoiu,Partidul Social Democrat - PSD - Organizația Județeană Hunedoara,182,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=441109805755767,https://www.facebook.com/441109805755767
452176331870115,USR Corabia,Uniunea Salvați România,181,USR,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=452176331870115,https://www.facebook.com/452176331870115
222911047569864,Ciprian Candea,Ciprian Candea,181,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=222911047569864,https://www.facebook.com/222911047569864
422831950919497,Sorina Gabriela Cobori,Partidul Social Democrat - PSD - Organizația Județeană Hunedoara,181,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=422831950919497,https://www.facebook.com/422831950919497
305834536746685,Răzvan Cadar,Răzvan Cadar,180,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=305834536746685,https://www.facebook.com/305834536746685
103803475681762,Bucharest Feminist Film Festival,A.R.T. Fusion,180,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=103803475681762,https://www.facebook.com/103803475681762
400740423117761,Food Savers,These ads ran without a disclaimer,180,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=400740423117761,https://www.facebook.com/400740423117761
438933152642834,Rodica Dimulescu,Partidul Social Democrat - PSD - Organizația Județeană Hunedoara,179,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=438933152642834,https://www.facebook.com/438933152642834
167406596656275,Rares Lazar,Rares Lazar,178,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=167406596656275,https://www.facebook.com/167406596656275
382253554982457,Pavel-Casian Nițulescu,Partidul Social Democrat - PSD - Organizația Județeană Hunedoara,178,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=382253554982457,https://www.facebook.com/382253554982457
481399778386870,Petru Liviu Lobonț,Partidul Social Democrat - PSD - Organizația Județeană Hunedoara,178,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=481399778386870,https://www.facebook.com/481399778386870
115941716988273,Ilie Toma,Partidul Social Democrat - PSD - Organizația Județeană Hunedoara,176,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=115941716988273,https://www.facebook.com/115941716988273
365685333954209,Eastwest European Institute,These ads ran without a disclaimer,176,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=365685333954209,https://www.facebook.com/365685333954209
105005957975909,"𝐀𝐥𝐞𝐱𝐚𝐧𝐝𝐫𝐮-𝐋𝐮𝐜𝐢𝐚𝐧 𝐌𝐈𝐇𝐀𝐈, 𝐜𝐚𝐧𝐝𝐢𝐝𝐚𝐭 𝐒𝐄𝐍𝐀𝐓 𝐀𝐑𝐆𝐄𝐒̦",𝐌𝐈𝐇𝐀𝐈 𝐀𝐥𝐞𝐱𝐚𝐧𝐝𝐫𝐮-𝐋𝐮𝐜𝐢𝐚𝐧 𝐏𝐄𝐍𝐓𝐑𝐔 𝐜𝐨𝐦𝐮𝐧𝐚 𝐌𝐎𝐒̦𝐎𝐀𝐈𝐀,175,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=105005957975909,https://www.facebook.com/105005957975909
102671705122498,Sorin Lavric,Sorin Lavric,175,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=102671705122498,https://www.facebook.com/102671705122498
155686391109024,Fundația Comunitară București,Fundația Comunitară București,174,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=155686391109024,https://www.facebook.com/155686391109024
409389678924681,Suciu Sebastian Ilie,Media-Stream SRL,174,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=409389678924681,https://www.facebook.com/409389678924681
481465755052163,Cușnir Rodica,SuceavaTimes,173,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=481465755052163,https://www.facebook.com/481465755052163
412140715514446,Florin-Alexandru Alexe,Florin-Alexandru Alexe,173,PNL,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=412140715514446,https://www.facebook.com/412140715514446
444292158775080,Rădițoiu Flaviu Lucian,Atelierul de internet SRL,173,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=444292158775080,https://www.facebook.com/444292158775080
1696832980590397,Ion Dumitrel,artON media,172,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=1696832980590397,https://www.facebook.com/1696832980590397
100334466073589,หนังหูคู่บุญ,These ads ran without a disclaimer,169,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=100334466073589,https://www.facebook.com/100334466073589
234137170592788,DCBusiness,These ads ran without a disclaimer,169,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=234137170592788,https://www.facebook.com/234137170592788
179750805812517,Dorin Birta,Dorin Birta,168,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=179750805812517,https://www.facebook.com/179750805812517
100903832754127,Dorin Cornia,Dorin Cornia,167,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=100903832754127,https://www.facebook.com/100903832754127
109741634195523,Gabriel Bulumac,Gabriel Bulumac,167,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=109741634195523,https://www.facebook.com/109741634195523
397217766811879,Jfl244,These ads ran without a disclaimer,163,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=397217766811879,https://www.facebook.com/397217766811879
507568082719490,Politica.ro,These ads ran without a disclaimer,163,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=507568082719490,https://www.facebook.com/507568082719490
412281461979565,Marinela Gela Ivascu,PSD Constanta,163,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=412281461979565,https://www.facebook.com/412281461979565
1750532471660574,Argeşul Online,Argeşul Online,162,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=1750532471660574,https://www.facebook.com/1750532471660574
100141721579373,Szatmár Megyei RMDSZ,Szatmár megyei RMDSZ,162,UDMR,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=100141721579373,https://www.facebook.com/100141721579373
1637132089853316,Portik Vilmos,Portik Vilmos,161,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=1637132089853316,https://www.facebook.com/1637132089853316
103829934375638,Dr. Tiberiu Irimia,Dr. Tiberiu Irimia,160,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=103829934375638,https://www.facebook.com/103829934375638
123004387710718,Societatea de Educatie Contraceptiva si Sexuala - SECS,Societatea de Educație Contraceptivă și Sexuală,159,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=123004387710718,https://www.facebook.com/123004387710718
820758587943177,Iulius Gelu Bedea - Primarul Orașului Simeria,Bedea Iulius,158,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=820758587943177,https://www.facebook.com/820758587943177
204648893268835,Moga Liliana,Moga Liliana,158,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=204648893268835,https://www.facebook.com/204648893268835
110915217932640,AtelieruldeStiri,These ads ran without a disclaimer,158,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=110915217932640,https://www.facebook.com/110915217932640
602127763220671,Corneliu MOETH Official,TOHANEANU NICOLAE-VLADUT PERSOANA FIZICA AUTORIZATA,157,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=602127763220671,https://www.facebook.com/602127763220671
271881082995170,Reper24,Reper24h,157,REPER,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=271881082995170,https://www.facebook.com/271881082995170
271897669336994,Marian Pavel,PNL Dambovita,157,PNL,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=271897669336994,https://www.facebook.com/271897669336994
132400429948205,Marian Nicolae Mira,PNL Dambovita,155,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=132400429948205,https://www.facebook.com/132400429948205
467432346458917,România astăzi,These ads ran without a disclaimer,155,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=467432346458917,https://www.facebook.com/467432346458917
662157503940628,erichmocanu.TV,Erich Mocanu,155,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=662157503940628,https://www.facebook.com/662157503940628
101082589056366,Mihai Târnoveanu,Georgiana Gabriela Purcaru PFA,152,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=101082589056366,https://www.facebook.com/101082589056366
111683990314101,Aleph News,These ads ran without a disclaimer,150,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=111683990314101,https://www.facebook.com/111683990314101
261884607226837,Fundația Dan Voiculescu pentru Dezvoltarea României,Fundația Dan Voiculescu pentru Dezvoltarea României,150,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=261884607226837,https://www.facebook.com/261884607226837
106839694395236,PSD Aiud,PSD Aiud,150,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=106839694395236,https://www.facebook.com/106839694395236
1686742604878064,Erdélyi Magyar Szövetség - Bihar Megye,Erdélyi Magyar Szövetség,150,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=1686742604878064,https://www.facebook.com/1686742604878064
100262056290716,Razvan Cadar,Razvan Cadar,150,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=100262056290716,https://www.facebook.com/100262056290716
2139451786284710,VisitTusnad.ro,These ads ran without a disclaimer,150,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=2139451786284710,https://www.facebook.com/2139451786284710
112936046724093,Vlad Gîra,Vlad Gîra,150,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=112936046724093,https://www.facebook.com/112936046724093
178790765324518,Partidul Verticala Nouă,Partidul Verticala Nouă,150,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=178790765324518,https://www.facebook.com/178790765324518
103155228251226,Dumitru Flucus,Dumitru Flucus,150,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=103155228251226,https://www.facebook.com/103155228251226
1956503297777139,Alexandru Rafila,Alexandru Rafila,150,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=1956503297777139,https://www.facebook.com/1956503297777139
158119540728956,Roman Vasile,Roman Vasile,150,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=158119540728956,https://www.facebook.com/158119540728956
107259714435039,Florin - Emanuel Dobria,Florin - Emanuel Dobria,150,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=107259714435039,https://www.facebook.com/107259714435039
992870004130977,Colegiul Medicilor din România,These ads ran without a disclaimer,150,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=992870004130977,https://www.facebook.com/992870004130977
108368553836523,Mozara Andrei - Consilier Local Bragadiru,Mozara Andrei - Consilier Local Bragadiru,148,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=108368553836523,https://www.facebook.com/108368553836523
149979991720935,Gratiela Gavrilescu,PSD-Prahova,147,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=149979991720935,https://www.facebook.com/149979991720935
117049988873851,10Media - TV Online,10Media - TV Online,147,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=117049988873851,https://www.facebook.com/117049988873851
136902520189642,Talpas Botond,Talpas Botond,146,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=136902520189642,https://www.facebook.com/136902520189642
1853883391581340,Gazeta de Buhusi,Gazeta de Buhusi,146,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=1853883391581340,https://www.facebook.com/1853883391581340
149371012371397,Newsweek Romania,These ads ran without a disclaimer,145,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=149371012371397,https://www.facebook.com/149371012371397
152281998140408,InfoBraila,These ads ran without a disclaimer,144,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=152281998140408,https://www.facebook.com/152281998140408
117699898246474,Centrul Roman de Politici Europene - CRPE,Centrul Roman de Politici Europene - CRPE,144,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=117699898246474,https://www.facebook.com/117699898246474
246897831832955,Rusu Cristian,Rusu Cristian,143,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=246897831832955,https://www.facebook.com/246897831832955
289260804280488,Iubesc Botoșaniul,Iubesc Botoșaniul,143,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=289260804280488,https://www.facebook.com/289260804280488
281376588384675,PSD Călățele,MEGASOFT SYSTEMS SRL,142,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=281376588384675,https://www.facebook.com/281376588384675
102554508638051,Székelyföld.Tv,Székelyföld.Tv,142,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=102554508638051,https://www.facebook.com/102554508638051
274624929059774,PSD Poieni,MEGASOFT SYSTEMS SRL,142,PSD,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=274624929059774,https://www.facebook.com/274624929059774
1039582286103020,Forum Cogitorium,Forum Cogitorium,141,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=1039582286103020,https://www.facebook.com/1039582286103020
109518833786428,LOGS Grup de Inițiative Sociale,LOGS Grup de Inițiative Sociale,141,,,,,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=RO&is_targeted_country=false&media_type=all&search_type=page&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&view_all_page_id=109518833786428,https://www.facebook.com/109518833786428
